_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
688861,2256 Bloor St W,Boulevard Cafe,0,35,65,25,16,25% of ballots received by voters,10,64,1,0,2/9/2017,0,65,2/10/2019,1/10/2017,19,50% + 1 of received ballots,BCP 2016-232,592,In Favour,81,Yes
688862,493A Hopewell Ave,Front Yard Parking,0,16,54,13,13,25% of ballots received by voters,1,52,2,2,2/10/2017,0,54,2/11/2020,1/11/2017,9,50% + 1 of received ballots,FYP 2016-233,593,In Favour,76,Yes
688863,396 Old Orchard Grv,Front Yard Parking,0,27,60,25,14,25% of ballots received by voters,1,55,5,1,2/10/2017,0,60,2/11/2020,1/11/2017,15,50% + 1 of received ballots,FYP 2016-234,594,In Favour,83,Yes
688864,10 Thornhill Ave,Front Yard Parking,0,36,50,33,12,25% of ballots received by voters,2,47,3,1,2/11/2017,0,50,2/12/2020,1/12/2017,19,50% + 1 of received ballots,FYP 2016-235,595,In Favour,52,Yes
688865,281 Willow Ave (former Toronto),Front Yard Parking,0,45,133,36,33,25% of ballots received by voters,4,132,1,5,2/10/2017,0,133,2/11/2020,1/11/2017,24,50% + 1 of received ballots,FYP 2016-236,596,In Favour,151,Yes
688866,248 Glen Manor Dr W,Front Yard Parking,0,5,11,4,3,25% of ballots received by voters,0,11,0,1,2/18/2017,1,11,2/19/2020,1/19/2017,4,50% + 1 of received ballots,FYP 2016-237,597,In Favour,12,Yes
688867,23 Hollis St,Front Yard Parking,0,24,40,24,10,25% of ballots received by voters,0,40,0,0,2/11/2017,0,40,2/12/2020,1/12/2017,13,50% + 1 of received ballots,FYP 2016-238,598,In Favour,49,Yes
688868,,Permit Parking,0,26,61,12,15,25% of ballots received by voters,11,58,3,3,2/16/2017,0,61,2/17/2019,1/17/2017,14,50% + 1 of received ballots,PPP 2017-001,599,Opposed,67,Yes
688869,,Permit Parking,0,66,121,16,30,25% of ballots received by voters,47,119,2,3,2/18/2017,1,121,2/19/2019,1/19/2017,34,50% + 1 of received ballots,PPP 2017-002,600,Opposed,150,Yes
688870,64 Hounslow Heath Rd,Appeal - Front Yard Parking,0,34,107,31,26,25% of ballots received by voters,2,103,4,1,3/2/2017,0,107,3/3/2020,1/31/2017,18,50% + 1 of received ballots,FYPA 2017-003,601,In Favour,141,Yes
688871,9 Ravenal St,Front Yard Parking,0,56,97,54,24,25% of ballots received by voters,0,94,3,2,2/24/2017,0,97,2/25/2020,1/25/2017,29,50% + 1 of received ballots,FYP 2017-004,602,In Favour,110,Yes
688872,3 Sykes Ave,Front Yard Parking,0,13,41,13,9,25% of ballots received by voters,0,35,6,0,2/23/2017,0,41,2/24/2020,1/24/2017,8,50% + 1 of received ballots,FYP 2017-005,603,In Favour,52,Yes
688873,26 Melrose Ave,Front Yard Parking,0,35,74,34,17,25% of ballots received by voters,0,67,7,1,2/25/2017,0,74,2/26/2020,1/26/2017,19,50% + 1 of received ballots,FYP 2017-006,604,In Favour,93,Yes
688874,560 Willard Ave,Appeal - Front Yard Parking,0,20,37,4,10,25% of ballots received by voters,16,37,0,0,2/25/2017,0,37,2/26/2020,1/26/2017,11,50% + 1 of received ballots,FYPA 2017-007,605,Opposed,48,Yes
688875,40 Deforest Rd,Front Yard Parking,0,23,31,22,8,25% of ballots received by voters,1,31,0,0,2/25/2017,0,31,2/26/2020,1/26/2017,13,50% + 1 of received ballots,FYP 2017-008,606,In Favour,36,Yes
688876,,Permit Parking,0,15,21,6,5,25% of ballots received by voters,7,19,2,2,3/3/2017,0,21,3/4/2019,2/1/2017,9,50% + 1 of received ballots,PPP 2017-009,607,Opposed,26,Yes
688877,,Permit Parking,2,62,167,32,37,25% of ballots received by voters,25,150,17,3,3/3/2017,0,167,3/4/2019,2/1/2017,32,50% + 1 of received ballots,PPP 2017-010,608,In Favour,177,Yes
688878,,Permit Parking,0,34,57,8,14,25% of ballots received by voters,26,54,3,0,3/2/2017,2,57,3/3/2019,1/31/2017,18,50% + 1 of received ballots,PPP 2017-011,609,Opposed,65,Yes
688879,482 Armadale Ave,Front Yard Parking,0,52,111,35,28,25% of ballots received by voters,14,109,2,3,3/9/2017,0,111,3/10/2020,2/7/2017,27,50% + 1 of received ballots,FYP 2017-012,610,In Favour,130,Yes
688880,38 Lessard Ave,Appeal - Front Yard Parking,0,58,79,53,20,25% of ballots received by voters,0,77,2,5,3/8/2017,0,79,3/9/2020,2/6/2017,30,50% + 1 of received ballots,FYPA 2017-013,611,In Favour,92,Yes
688881,169 Lee Ave,Front Yard Parking,0,53,100,50,25,25% of ballots received by voters,2,99,1,1,3/8/2017,0,100,3/9/2020,2/6/2017,28,50% + 1 of received ballots,FYP 2017-014,612,In Favour,115,Yes
688882,257 Broadway Ave,Front Yard Parking,0,59,102,57,25,25% of ballots received by voters,0,99,3,2,3/15/2017,0,102,3/16/2020,2/13/2017,31,50% + 1 of received ballots,FYP 2017-015,613,In Favour,158,Yes
688883,220 Prescott Ave,Appeal - Front Yard Parking,2,79,185,66,44,25% of ballots received by voters,5,175,10,6,3/23/2017,0,185,3/24/2020,2/21/2017,41,50% + 1 of received ballots,FYPA 2017-016,614,In Favour,228,Yes
688884,96 Hope St,Appeal - Front Yard Parking,0,28,79,24,20,25% of ballots received by voters,0,78,1,4,3/23/2017,0,79,3/24/2020,2/21/2017,15,50% + 1 of received ballots,FYPA 2017-017,615,In Favour,109,Yes
688885,174 Chambers Ave,Front Yard Parking,0,45,116,40,28,25% of ballots received by voters,0,111,5,5,3/16/2017,0,116,3/17/2020,2/14/2017,24,50% + 1 of received ballots,FYP 2017-018,616,In Favour,151,Yes
688886,108 Gilbert Ave,Appeal - Front Yard Parking,1,66,165,53,41,25% of ballots received by voters,3,162,3,9,3/18/2017,0,165,3/19/2020,2/16/2017,34,50% + 1 of received ballots,FYPA 2017-019,617,In Favour,205,Yes
688887,153 Blackthorn Ave,Appeal - Front Yard Parking,0,54,130,40,33,25% of ballots received by voters,7,129,1,7,3/23/2017,1,130,3/24/2020,2/21/2017,28,50% + 1 of received ballots,FYPA 2017-020,618,In Favour,171,Yes
688888,88 Balmoral Ave,Appeal - Front Yard Parking,0,85,138,59,32,25% of ballots received by voters,21,125,13,5,3/15/2017,3,138,3/16/2020,2/13/2017,44,50% + 1 of received ballots,FYPA 2017-021,619,In Favour,154,Yes
688889,487 Adelaide St W,Boulevard Cafe,0,3,14,2,3,25% of ballots received by voters,1,11,3,0,3/29/2017,0,14,3/30/2019,2/27/2017,3,50% + 1 of received ballots,BCP 2017-022,620,Opposed,24,Yes
688890,1540 Dupont St,Boulevard Cafe,0,42,87,7,19,25% of ballots received by voters,28,75,12,7,4/5/2017,5,87,4/6/2019,3/6/2017,22,50% + 1 of received ballots,BCP 2017-023,621,Opposed,105,Yes
688891,42 Chilton Rd,Front Yard Parking,0,46,99,29,25,25% of ballots received by voters,11,99,0,6,4/12/2017,0,99,4/13/2020,3/13/2017,24,50% + 1 of received ballots,FYP 2017-024,622,In Favour,108,Yes
688892,127 Memorial Park Ave,Front Yard Parking,0,12,26,12,7,25% of ballots received by voters,0,26,0,0,4/19/2017,0,26,4/20/2020,3/20/2017,7,50% + 1 of received ballots,FYP 2017-025,623,In Favour,26,Yes
688893,157 Craighurst Ave,Front Yard Parking,0,52,115,43,27,25% of ballots received by voters,2,108,7,7,4/13/2017,0,115,4/14/2020,3/14/2017,27,50% + 1 of received ballots,FYP 2017-026,624,In Favour,137,Yes
688894,25 Mahoney Ave,Front Yard Parking,0,36,96,30,23,25% of ballots received by voters,0,90,6,6,4/13/2017,0,96,4/14/2020,3/14/2017,19,50% + 1 of received ballots,FYP 2017-027,625,In Favour,111,Yes
688895,87 Bicknell Ave,Front Yard Parking,0,23,40,21,10,25% of ballots received by voters,0,40,0,2,4/14/2017,0,40,4/15/2020,3/15/2017,13,50% + 1 of received ballots,FYP 2017-028,626,In Favour,58,Yes
688896,220 Winona Dr,Front Yard Parking,0,33,64,25,16,25% of ballots received by voters,0,64,0,8,4/21/2017,0,64,4/22/2020,3/22/2017,18,50% + 1 of received ballots,FYP 2017-029,627,In Favour,76,Yes
688897,387 Merton St,Front Yard Parking,0,42,98,29,21,25% of ballots received by voters,8,82,16,5,4/12/2017,0,98,4/13/2020,3/13/2017,22,50% + 1 of received ballots,FYP 2017-030,628,In Favour,297,Yes
688898,458 Quebec Ave,Front Yard Parking,0,45,94,36,20,25% of ballots received by voters,6,78,16,3,4/14/2017,0,94,4/15/2020,3/15/2017,24,50% + 1 of received ballots,FYP 2017-031,629,In Favour,111,Yes
688899,247 Brookdale Ave,Front Yard Parking,0,15,34,15,9,25% of ballots received by voters,0,34,0,0,4/22/2017,0,34,4/23/2020,3/23/2017,9,50% + 1 of received ballots,FYP 2017-032,630,In Favour,41,Yes
688900,30 Ravenal St,Appeal - Front Yard Parking,0,47,116,41,29,25% of ballots received by voters,2,115,1,4,4/19/2017,0,116,4/20/2020,3/20/2017,25,50% + 1 of received ballots,FYPA 2017-033,631,In Favour,138,Yes
688901,287 Lauder Ave,Appeal - Front Yard Parking,0,40,111,34,27,25% of ballots received by voters,5,105,6,1,4/21/2017,0,111,4/22/2020,3/22/2017,21,50% + 1 of received ballots,FYPA 2017-034,632,In Favour,156,Yes
688902,299 Kane Ave,Appeal - Front Yard Parking,0,19,70,17,17,25% of ballots received by voters,2,65,5,0,4/20/2017,0,70,4/21/2020,3/21/2017,11,50% + 1 of received ballots,FYPA 2017-035,633,In Favour,84,Yes
688903,,Permit Parking,0,23,48,15,12,25% of ballots received by voters,8,48,0,0,4/21/2017,0,48,4/22/2019,3/22/2017,13,50% + 1 of received ballots,PPP 2017-036,634,In Favour,59,Yes
688904,253 Wychwood Ave,Front Yard Parking,0,12,18,12,5,25% of ballots received by voters,0,17,1,0,4/22/2017,5,18,4/23/2020,3/23/2017,7,50% + 1 of received ballots,FYP 2017-037,635,In Favour,19,Yes
688905,198 Warren Rd,Appeal - Front Yard Parking,0,12,44,8,10,25% of ballots received by voters,2,40,4,2,4/22/2017,0,44,4/23/2020,3/23/2017,7,50% + 1 of received ballots,FYPA 2017-038,636,In Favour,47,Yes
688906,,Traffic Calming,0,13,21,6,11,50% + 1 of ballots received by voters,7,20,1,0,5/4/2017,0,21,5/5/2019,4/4/2017,8,60% of received ballots,TCP 2017-039,637,Opposed,27,Yes
688907,,Traffic Calming,0,97,238,63,113,50% + 1 of ballots received by voters,30,224,14,4,4/29/2017,0,238,4/30/2019,3/30/2017,,60% of received ballots,TCP 2017-042,640,Response Rate Not Met,275,No
688908,,Traffic Calming,0,30,84,25,37,50% + 1 of ballots received by voters,2,71,13,3,4/29/2017,0,84,4/30/2019,3/30/2017,,60% of received ballots,TCP 2017-043,641,Response Rate Not Met,106,No
688909,888 Danforth Ave,Boulevard Cafe,0,13,39,13,10,25% of ballots received by voters,0,38,1,0,4/26/2017,0,39,4/27/2019,3/27/2017,8,50% + 1 of received ballots,BCP 2017-045,643,In Favour,48,Yes
688910,160 Pinewood Ave,Front Yard Parking,0,39,106,33,27,25% of ballots received by voters,2,106,0,4,5/3/2017,0,106,5/4/2020,4/3/2017,21,50% + 1 of received ballots,FYP 2017-046,644,In Favour,119,Yes
688911,71 Ronald Ave,Front Yard Parking,0,20,46,17,10,25% of ballots received by voters,0,40,6,3,5/3/2017,0,46,5/4/2020,4/3/2017,11,50% + 1 of received ballots,FYP 2017-047,645,In Favour,60,Yes
688912,166 Wineva Ave,Front Yard Parking,0,46,75,37,19,25% of ballots received by voters,8,75,0,1,4/29/2017,0,75,4/30/2020,3/30/2017,24,50% + 1 of received ballots,FYP 2017-048,646,In Favour,106,Yes
688913,,Traffic Calming,0,68,160,56,74,50% + 1 of ballots received by voters,6,146,14,6,5/3/2017,0,160,5/4/2019,4/3/2017,,60% of received ballots,TCP 2017-049,647,Response Rate Not Met,184,No
688914,335 Monarch Park Ave,Front Yard Parking,0,41,88,31,22,25% of ballots received by voters,2,87,1,8,5/5/2017,1,88,5/6/2020,4/5/2017,22,50% + 1 of received ballots,FYP 2017-050,648,In Favour,120,Yes
688915,129 Winnett Ave,Front Yard Parking,0,37,75,35,19,25% of ballots received by voters,0,75,0,2,5/5/2017,0,75,5/6/2020,4/5/2017,20,50% + 1 of received ballots,FYP 2017-051,649,In Favour,85,Yes
688916,2 Yarrow Rd,Appeal - Front Yard Parking,0,28,77,20,20,25% of ballots received by voters,4,77,0,4,5/6/2017,0,77,5/7/2020,4/6/2017,15,50% + 1 of received ballots,FYPA 2017-052,650,In Favour,100,Yes
688917,47 Ferrier Ave,Front Yard Parking,0,55,120,44,28,25% of ballots received by voters,10,112,8,1,5/11/2017,1,120,5/12/2020,4/11/2017,29,50% + 1 of received ballots,FYP 2017-053,651,In Favour,144,Yes
688918,1020 Gerrard St E,Boulevard Cafe,0,6,49,1,13,25% of ballots received by voters,5,49,0,0,5/10/2017,0,49,5/11/2019,4/10/2017,,50% + 1 of received ballots,BCP 2017-055,653,Response Rate Not Met,64,No
688919,1686 St Clair Ave W,Boulevard Cafe,0,5,38,4,8,25% of ballots received by voters,1,32,6,0,5/10/2017,0,38,5/11/2019,4/10/2017,,50% + 1 of received ballots,BCP 2017-056,654,Response Rate Not Met,55,No
688920,,Traffic Calming,0,56,89,30,46,50% + 1 of ballots received by voters,21,89,0,5,5/12/2017,0,89,5/13/2019,4/12/2017,34,60% of received ballots,TCP 2017-057,655,Opposed,110,Yes
688921,,Traffic Calming,0,124,271,86,135,50% + 1 of ballots received by voters,23,267,4,15,5/20/2017,0,271,5/21/2019,4/20/2017,,60% of received ballots,TCP 2017-058,656,Response Rate Not Met,328,No
688922,,Traffic Calming,0,75,132,54,66,50% + 1 of ballots received by voters,19,130,2,2,5/13/2017,0,132,5/14/2019,4/13/2017,45,60% of received ballots,TCP 2017-059,657,In Favour,156,Yes
688923,51A Auburn Ave,Front Yard Parking,0,55,89,43,22,25% of ballots received by voters,7,87,2,5,5/13/2017,0,89,5/14/2020,4/13/2017,29,50% + 1 of received ballots,FYP 2017-060,658,In Favour,113,Yes
688924,33 Ravenal St,Appeal - Front Yard Parking,0,32,103,28,26,25% of ballots received by voters,3,101,2,1,5/18/2017,0,103,5/19/2020,4/18/2017,17,50% + 1 of received ballots,FYPA 2017-061,659,In Favour,124,Yes
688925,764 Jane St,Appeal - Front Yard Parking,0,6,21,6,6,25% of ballots received by voters,0,21,0,0,5/18/2017,0,21,5/19/2020,4/18/2017,4,50% + 1 of received ballots,FYPA 2017-062,660,In Favour,221,Yes
688926,161 Waverley Rd,Appeal - Front Yard Parking,0,55,122,19,31,25% of ballots received by voters,33,121,1,3,5/13/2017,1,122,5/14/2020,4/13/2017,29,50% + 1 of received ballots,FYPA 2017-063,661,Opposed,147,Yes
688927,22 Norval St,Appeal - Front Yard Parking,0,31,120,23,28,25% of ballots received by voters,8,111,9,0,5/20/2017,0,120,5/21/2020,4/20/2017,17,50% + 1 of received ballots,FYPA 2017-064,662,In Favour,144,Yes
688928,22 Cedar Ave,Appeal - Front Yard Parking,0,31,49,10,13,25% of ballots received by voters,20,49,0,1,5/13/2017,0,49,5/14/2020,4/13/2017,17,50% + 1 of received ballots,FYPA 2017-065,663,Opposed,56,Yes
688929,38A Thelma Ave,Appeal - Front Yard Parking,0,23,51,18,11,25% of ballots received by voters,3,44,7,2,5/18/2017,0,51,5/19/2020,4/18/2017,13,50% + 1 of received ballots,FYPA 2017-066,664,In Favour,113,Yes
688930,131 Cedric Ave,Appeal - Front Yard Parking,0,58,142,40,36,25% of ballots received by voters,10,142,0,8,5/19/2017,0,142,5/20/2020,4/19/2017,30,50% + 1 of received ballots,FYPA 2017-067,665,In Favour,181,Yes
688931,14 Petman Ave,Appeal - Front Yard Parking,0,32,63,30,16,25% of ballots received by voters,1,63,0,1,5/24/2017,0,63,5/25/2020,4/24/2017,17,50% + 1 of received ballots,FYPA 2017-068,666,In Favour,67,Yes
688932,95 Ellins Ave,Appeal - Front Yard Parking,0,11,28,11,7,25% of ballots received by voters,0,28,0,0,5/24/2017,0,28,5/25/2020,4/24/2017,7,50% + 1 of received ballots,FYPA 2017-069,667,In Favour,40,Yes
688933,90 Wheeler Ave,Appeal - Front Yard Parking,0,67,129,55,32,25% of ballots received by voters,7,127,2,5,5/20/2017,1,129,5/21/2020,4/20/2017,35,50% + 1 of received ballots,FYPA 2017-070,668,In Favour,165,Yes
688934,55 Glenwood Ave,Front Yard Parking,0,55,93,49,23,25% of ballots received by voters,4,91,2,2,5/25/2017,0,93,5/26/2020,4/25/2017,29,50% + 1 of received ballots,FYP 2017-071,669,In Favour,109,Yes
688935,263 Lauder Ave,Front Yard Parking,0,54,128,39,29,25% of ballots received by voters,0,116,12,15,5/25/2017,8,128,5/26/2020,4/25/2017,28,50% + 1 of received ballots,FYP 2017-072,670,In Favour,165,Yes
688936,126 Lambton Ave,Front Yard Parking,0,44,120,32,28,25% of ballots received by voters,4,112,8,8,5/26/2017,0,120,5/27/2020,4/26/2017,23,50% + 1 of received ballots,FYP 2017-073,671,In Favour,157,Yes
688937,489 Glenlake Ave,Appeal - Front Yard Parking,0,30,68,26,17,25% of ballots received by voters,2,67,1,2,6/9/2017,0,68,6/10/2020,5/10/2017,16,50% + 1 of received ballots,FYPA 2017-074,672,In Favour,83,Yes
688938,,Traffic Calming,1,93,194,46,98,50% + 1 of ballots received by voters,32,194,0,14,6/24/2017,0,194,6/25/2019,5/25/2017,,60% of received ballots,TCP 2017-075,673,Response Rate Not Met,248,No
688939,36 Keith Ave,Front Yard Parking,0,21,88,16,21,25% of ballots received by voters,2,81,7,3,6/24/2017,0,88,6/25/2020,5/25/2017,12,50% + 1 of received ballots,FYP 2017-076,674,In Favour,114,Yes
688940,47 Florence Cres,Front Yard Parking,0,33,54,29,13,25% of ballots received by voters,2,52,2,2,6/22/2017,0,54,6/23/2020,5/23/2017,18,50% + 1 of received ballots,FYP 2017-077,675,In Favour,65,Yes
688941,49 Ardagh St,Front Yard Parking,0,27,54,13,14,25% of ballots received by voters,8,53,1,6,6/24/2017,0,54,6/25/2020,5/25/2017,15,50% + 1 of received ballots,FYP 2017-078,676,Opposed,58,Yes
688942,,Traffic Calming,4,519,1258,303,578,50% + 1 of ballots received by voters,161,1158,100,51,6/28/2017,2,1258,6/29/2019,5/29/2017,,60% of received ballots,TCP 2017-079,677,Response Rate Not Met,1897,No
688943,,Traffic Calming,0,18,31,14,17,50% + 1 of ballots received by voters,3,31,0,1,6/22/2017,0,31,6/23/2019,5/23/2017,11,60% of received ballots,TCP 2017-080,678,In Favour,39,Yes
688944,,Traffic Calming,0,38,67,27,33,50% + 1 of ballots received by voters,7,64,3,4,6/30/2017,0,67,7/1/2019,5/31/2017,23,60% of received ballots,TCP 2017-081,679,In Favour,80,Yes
688945,37 Alberta Ave,Front Yard Parking,0,31,129,20,31,25% of ballots received by voters,7,121,8,4,7/1/2017,0,129,7/2/2020,6/1/2017,17,50% + 1 of received ballots,FYP 2017-082,680,In Favour,166,Yes
688946,230 Augusta Ave,Boulevard Cafe,0,6,39,5,9,25% of ballots received by voters,1,35,4,0,7/5/2017,0,39,7/6/2019,6/5/2017,,50% + 1 of received ballots,BCP 2017-083,681,Response Rate Not Met,49,No
688947,15 Highview Cres,Appeal - Front Yard Parking,0,42,119,27,29,25% of ballots received by voters,12,114,5,3,7/8/2017,0,119,7/9/2020,6/8/2017,22,50% + 1 of received ballots,FYPA 2017-084,682,In Favour,144,Yes
688948,180 Eglinton Ave E,Boulevard Cafe,0,48,117,14,27,25% of ballots received by voters,29,105,12,5,7/6/2017,0,117,7/7/2019,6/6/2017,25,50% + 1 of received ballots,BCP 2017-085,683,Opposed,153,Yes
688949,1402 Queen St E,Boulevard Cafe,0,11,26,8,7,25% of ballots received by voters,3,25,1,0,7/13/2017,0,26,7/14/2019,6/13/2017,7,50% + 1 of received ballots,BCP 2017-086,684,In Favour,37,Yes
688950,955 Mount Pleasant Rd,Boulevard Cafe,0,21,93,16,20,25% of ballots received by voters,5,80,13,0,7/6/2017,1,93,7/7/2019,6/6/2017,12,50% + 1 of received ballots,BCP 2017-087,685,In Favour,108,Yes
688951,1122 Queen St W,Boulevard Cafe,0,31,137,4,33,25% of ballots received by voters,18,130,7,9,7/7/2017,0,137,7/8/2019,6/7/2017,,50% + 1 of received ballots,BCP 2017-088,686,Response Rate Not Met,172,No
688952,2102 Queen St E,Boulevard Cafe,0,11,27,9,7,25% of ballots received by voters,0,27,0,2,7/12/2017,0,27,7/13/2019,6/12/2017,7,50% + 1 of received ballots,BCP 2017-089,687,In Favour,37,Yes
688953,,Traffic Calming,0,133,279,88,127,50% + 1 of ballots received by voters,40,251,28,5,7/12/2017,1,279,7/13/2019,6/12/2017,80,60% of received ballots,TCP 2017-090,688,In Favour,322,Yes
688954,771 Dundas St W,Boulevard Cafe,0,7,57,6,15,25% of ballots received by voters,0,57,0,1,7/8/2017,0,57,7/9/2019,6/8/2017,,50% + 1 of received ballots,BCP 2017-091,689,Response Rate Not Met,84,No
688955,,Traffic Calming,0,112,187,78,94,50% + 1 of ballots received by voters,24,185,2,10,7/12/2017,1,187,7/13/2019,6/12/2017,68,60% of received ballots,TCP 2017-092,690,In Favour,221,Yes
688956,1094 Yonge St,Boulevard Cafe,0,37,81,20,19,25% of ballots received by voters,15,75,6,2,7/15/2017,0,81,7/16/2019,6/15/2017,20,50% + 1 of received ballots,BCP 2017-093,691,In Favour,89,Yes
688957,1500 St Clair Ave W,Boulevard Cafe,0,8,39,1,10,25% of ballots received by voters,7,39,0,0,7/13/2017,0,39,7/14/2019,6/13/2017,,50% + 1 of received ballots,BCP 2017-094,692,Response Rate Not Met,53,No
688958,,Traffic Calming,0,109,265,75,124,50% + 1 of ballots received by voters,21,246,19,13,7/15/2017,0,265,7/16/2019,6/15/2017,,60% of received ballots,TCP 2017-095,693,Response Rate Not Met,295,No
688959,,Traffic Calming,0,32,107,22,54,50% + 1 of ballots received by voters,8,105,2,2,7/19/2017,0,107,7/20/2019,6/19/2017,,60% of received ballots,TCP 2017-096,694,Response Rate Not Met,128,No
688960,,Traffic Calming,0,57,120,44,61,50% + 1 of ballots received by voters,7,119,1,6,7/20/2017,1,120,7/21/2019,6/20/2017,,60% of received ballots,TCP 2017-097,695,Response Rate Not Met,127,No
688961,186 Quebec Ave,Appeal - Front Yard Parking,0,53,129,18,31,25% of ballots received by voters,34,123,6,1,7/26/2017,0,129,7/27/2020,6/26/2017,28,50% + 1 of received ballots,FYPA 2017-098,696,Opposed,153,Yes
688962,188 Quebec Ave,Appeal - Front Yard Parking,0,51,129,17,31,25% of ballots received by voters,33,123,6,1,7/26/2017,0,129,7/27/2020,6/26/2017,27,50% + 1 of received ballots,FYPA 2017-099,697,Opposed,153,Yes
688963,121 Browning Ave,Appeal - Front Yard Parking,0,32,76,16,18,25% of ballots received by voters,12,71,5,4,7/22/2017,0,76,7/23/2020,6/22/2017,17,50% + 1 of received ballots,FYPA 2017-100,698,Opposed,95,Yes
688964,839 Queen St W,Boulevard Cafe,0,3,226,2,42,25% of ballots received by voters,1,166,60,0,7/21/2017,0,226,7/22/2019,6/21/2017,,50% + 1 of received ballots,BCP 2017-101,699,Response Rate Not Met,239,No
